idasso	identifiant	type	datedeclaration	lieu_declaration	cp	titre	ancien_titre	nouveau_titre	objet	nouvel_objet	additif_objet	themes	siege_social	web	email	dateparution	numparution	page_debut	page_fin
			26/10/2004	Déclaration à la sous-préfecture d'Istres. 	13140	ASSOCIATION DES COMMERÇANTS DE L'HYPERMARCHE DES MOLIERES (A.C.H.M.). 			permettre la promotion des commerces de la galerie marchande de l'hypermarché et rendre plus attractive la zone de chalandise de la Z.A.C. des Molières. 			10,7	S.A.R.L. La Brasserie, C.C. Intermarché, Z.A.C. Les Molières, 13140 Miramas			27/11/2004	20040048	5284	
			27/10/2004	Déclaration à la préfecture des Bouches-du-Rhône. 	13470	ASSOCIATION BLEU-DORE. 			relation d'aide et d'écoute envers une personne ou un groupe de personnes ; développement personnel, santé et bien-être en général, spiritualité, cultures, ésotérisme ; organisation à cette intention de conférences, de cours et d'ateliers ; organisation de consultations ; communiquer sur internet ; édition, diffusion de journaux, revues, livres, photos, objets, etc. 			14	27, avenue Savorgnan-de-Brazza, 13470 Carnoux-en-Provence			27/11/2004	20040048	5285	
			27/10/2004	Déclaration à la préfecture des Bouches-du-Rhône. 	13380	ASSOCIATION DE DEFENSE DES RIVERAINS INTERCOMMUNAUX DU JARRET COURS D'EAUX ET AUTRES (A.D.R.I.J.). 			défendre les intérêts moraux et matériels des résidents sinistrés des berges du Jarret ; se charger d'intervenir auprès des institutions compétentes (services communaux, intercommunaux, communauté urbaine, préfecture, police de l'eau, etc.) ; participer à toutes concertations, tous travaux, tous projets ayant trait à toutes compétences concernant les modifications du Jarret ou autres cours d'eau ; concertation, si possible, avec les sites ayant en charge le délestage du canal afin de prévenir et d'anticiper toutes montées rapides d'eau. 			14,6,9	3, avenue Théophile-Puges, 13380 Plan-de-Cuques			27/11/2004	20040048	5285	
			27/10/2004	Déclaration à la préfecture des Bouches-du-Rhône. 	13009	BUREAU DES ELEVES HERMES. 			aider les étudiants du centre de formation Hermes dans leur vie quotidienne, mettre en place des événements à but non lucratif ainsi que des projets humanitaires. 			14,11,8	Hermès Formation, 343, boulevard Romain-Rolland, 13009 Marseille			27/11/2004	20040048	5285	
			27/10/2004	Déclaration à la préfecture des Bouches-du-Rhône. 	13015	SOURIRE ET SOLEIL. 			contribuer au bien-être matériel et moral des populations, ceci par tout moyen : humanitaire, social, administratif, juridique, civique, financier ou autre ; l'association a aussi pour vocation d'utiliser tout moyen juridique, tant pour réaliser son objet que pour défendre tout groupe, organisme ou personne victimes d'atteintes de toutes formes, de discrimination ou d'exclusion du fait de leurs origines, leurs opinions, leur milieu, leur race ou leur religion. 			14	48, avenue de Saint-Louis, bâtiment B 1, 13015 Marseille			27/11/2004	20040048	5285	
			27/10/2004	Déclaration à la préfecture des Bouches-du-Rhône. 	13720	ASSOCIATION STUDIO DES JACQUETS. 			enregistrer et promouvoir la musique d'artistes locaux. 			5,10	15, chemin de Saint-Jacquet, 13720 La Bouilladisse			27/11/2004	20040048	5285	
			27/10/2004	Déclaration à la préfecture des Bouches-du-Rhône. 	13008	MISTRAL HANDBALL. 			promouvoir et développer le handball provençal à travers la progression des clubs affiliés ; pérenniser le handball de haut niveau en Provence. 			15	111, rue Jean-Mermoz, 13008 Marseille			27/11/2004	20040048	5285	
			27/10/2004	Déclaration à la préfecture des Bouches-du-Rhône. 	13015	GOSPEL MUSIC. 			promouvoir la musique gospel. 			5	8, boulevard Casablanca, 13015 Marseille			27/11/2004	20040048	5285	
			27/10/2004	Déclaration à la sous-préfecture d'Aix-en-Provence. 	13410	FOOTBALL EN SALLE LAMBESCAIN (F.S.L.). 			initier, pratiquer à titre de loisir et de compétition le football en salle (selon les règles du futsal) et tous les sports annexes. 			11,15	mairie, 6, boulevard de la République, 13410 Lambesc			27/11/2004	20040048	5285	
			28/10/2004	Déclaration à la préfecture des Bouches-du-Rhône. 	13003	CO-OPERATIVE. 			produire des projets culturels, artistiques et urbains ; appuyer la production et le développement culturel et artistique ; apporter un conseil en développement culturel et urbain. 			5	41, rue Jobin, 13003 Marseille		mateo@lafriche.org	27/11/2004	20040048	5285	
			28/10/2004	Déclaration à la préfecture des Bouches-du-Rhône. 	13400	LA BANDE A BONO. 			organiser des sorties ; promouvoir des artistes régionaux ; organiser des thés dansants, des voyages, des repas, des lotos, etc. 			5	zone industrielle Saint-Mitre, Les Salons du 183, 13400 Aubagne			27/11/2004	20040048	5285	
			28/10/2004	Déclaration à la préfecture des Bouches-du-Rhône. 	13002	HORIZONS LOINTAINS. 			favoriser la vie culturelle et sportive des jeunes des quartiers du centre-ville. 			5,15	22, rue du Vieux-Palais, Buttes des Carmes, 13002 Marseille			27/11/2004	20040048	5285	
			28/10/2004	Déclaration à la préfecture des Bouches-du-Rhône. 	13013	ASSOCIATION POUR LE RETOUR AU CALME ET L'ATTENTION (A.R.C.A.). 			sensibiliser les gens sur l'utilité du retour au calme et à l'attention, par les méthodes traditionnelles de biomécanique vietnamienne et chinoise ; promouvoir le développement de ce concept culturel. 			10,13	79, avenue de la Maurelle, Le Grand Verger, bâtiment D 7, 13013 Marseille			27/11/2004	20040048	5285	
			28/10/2004	Déclaration à la préfecture des Bouches-du-Rhône. 	13005	UN LIVRE, UNE VILLE. 			promouvoir annuellement un livre dont le thème met en scène prioritairement une ville où réside l'auteur et qui est publié par un éditeur de cette ville, de son département ou de sa région. 			5	48, boulevard Chave, 13005 Marseille		corinne.distefano@wanadoo.fr	27/11/2004	20040048	5285	
			28/10/2004	Déclaration à la préfecture des Bouches-du-Rhône. 	13011	ESPACE CULTUREL MUSULMAN DES 11e ET 12e ARRONDISSEMENTS. 			enseigner et pratiquer le culte musulman ; publier un bulletin culturel et scientifique ; réaliser une bibliothèque ; promouvoir le dialogue intercommunautaire. 			4	12, avenue Raoul-Follereau, 2, domaine des Fauvières, 13011 Marseille			27/11/2004	20040048	5285	
			28/10/2004	Déclaration à la préfecture des Bouches-du-Rhône. 	13001	TZIGANISTAN. 			créer un centre d'études de la culture tzigane ; mettre en oeuvre toutes les actions culturelles, artistiques et pédagogiques permettant de sauvegarder ce patrimoine artistique et de le faire connaître ; développer des plans d'actions pédagogiques afin d'adapter la conservation de l'histoire tzigane grâce à l'apport des nouvelles technologies de l'information et de la communication. 			5,10	5, cours Jean-Balard, 13001 Marseille			27/11/2004	20040048	5285	
			28/10/2004	Déclaration à la préfecture des Bouches-du-Rhône. 	13013	ASSOCIATION DES AMIS DE REFFANE. 			promouvoir toutes activités sociales, humanitaires. 			14	1, rue Néoule, Les Oliviers C 4, n° 510, 13013 Marseille			27/11/2004	20040048	5285	
			28/10/2004	Déclaration à la sous-préfecture d'Aix-en-Provence. 	13080	TAND'AVENTURES. 			soutenir la réalisation d'un tour du monde en tandem, à la rencontre des lycéens du monde ; mettre en relation, via internet, des lycéens français et des lycéens d'autres pays, pour créer des liens amicaux et susciter la curiosité de part et d'autre ; permettre la réalisation d'un film et d'une exposition qui seront présentés dans des lycées français au retour du tour du monde. 			11,10	2, boulevard Ferato-Gamarra, 13080 Luynes		rdautais@tiscali.fr	27/11/2004	20040048	5285	
			28/10/2004	Déclaration à la sous-préfecture d'Istres. 	13960	LE CALENDAL ET ENVIRONS, SECTION C.S.F. 			défendre la cité du Calendal et ses environs ; défendre les intérêts des familles, leurs qualités morales et juridiques, en qualité de locataires, consommateurs des biens et services ; gérer des questions diverses de coordination et des activités ou réalisations qui relèvent du social, de la famille et environs. 			6,14	25, chemin du Calendal, bâtiment A, n° 25, 13960 Sausset-les-Pins			27/11/2004	20040048	5285	
			29/10/2004	Déclaration à la sous-préfecture d'Istres. 	13130	AIDES MULTIMEDIA. 			proposer une aide informatique, une initiation aux nouvelles technologies, des dépannages informatiques et la vente de PC d'occasion. 			10,7	30, avenue Henri-Vallon, 13130 Berre-l'Etang			27/11/2004	20040048	5286	
			29/10/2004	Déclaration à la préfecture des Bouches-du-Rhône. 	13015	XV DE LA BONNE MERE. 			organiser différentes manifestations et diverses ventes afin de promouvoir le rugby marseillais. 			11,7,15	5, boulevard Romieu, 13015 Marseille			27/11/2004	20040048	5286	
			29/10/2004	Déclaration à la préfecture des Bouches-du-Rhône. 	13015	EL BOUREK. 			organiser des échanges interculturels à travers des rencontres, des excursions, des séminaires, des séjours et des voyages, afin de développer les relations entre les adhérents, d'une part, et les ressortissants des pays visités, d'autre part, en l'occurrence l'Europe, mais aussi le Maghreb et le Moyen-Orient. 			11,5	bâtiment E 22, chemin Bourrelys, parc Kalliste, 13015 Marseille			27/11/2004	20040048	5286	
			2/11/2004	Déclaration à la sous-préfecture d'Aix-en-Provence. 	13090	RESEAU INTERNATIONAL DE PARTENARIAT D'ENTREPRISES (R.I.P.E.). 			mobiliser des partenaires institutionnels des PME/PMI autour de conventions de coopération décentralisée afin d'accompagner efficacement les entreprises dans l'établissement d'accords partenariaux à l'international ; développer le partenariat et proposer un appui et des services concrets aux entreprises ; permettre aux cadres en recherche d'emploi de bénéficier de missions à l'international ; mettre à disposition des données socio-économiques actualisées pour les adhérents et organiser des journées annuelles et tournantes de rencontre des entreprises dans les pays couverts par le réseau. 			7,14,10	8 bis, rue de Provence, 13090 Aix-en-Provence		ripe.afrique@laposte.net	27/11/2004	20040048	5286	
			2/11/2004	Déclaration à la sous-préfecture d'Aix-en-Provence. 	13090	TEAM GILLES FREGUIN. 			aider et soutenir des jeunes dans la pratique du karting à titre de compétition. 			11,15,10	Le Félibre, 11, avenue de l'Europe, 13090 Aix-en-Provence			27/11/2004	20040048	5286	
			2/11/2004	Déclaration à la préfecture des Bouches-du-Rhône. 	13006	VAL DES ARTS. 			aider à la création artistique et culturelle (peinture, dessin, sculpture, gravure, etc.) ; être un lieu d'accueil pour mettre à disposition des matériels spécifiques et un local d'exposition des travaux effectués. 			5,11,10	32, rue Docteur-Jean-Fiolle, 13006 Marseille			27/11/2004	20040048	5286	
			2/11/2004	Déclaration à la préfecture des Bouches-du-Rhône. 	13014	ASSOCIATION SPORTIVE CALYPSO. 			pratiquer le football, l'association étant affiliée à la fédération sportive et culturelle de France (F.S.C.F.) agréée. 			11,15,5	32, rue Louis-Merlino, 13014 Marseille			27/11/2004	20040048	5286	
			2/11/2004	Déclaration à la préfecture des Bouches-du-Rhône. 	13400	TETINES ET BIBERONS PRODUCTION. 			créer, produire et diffuser des spectacles vivants et audiovisuels professionnels. 			11,5,3	63, chemin de la Vallée, 13400 Aubagne		tetbib@wanadoo.fr	27/11/2004	20040048	5286	
			2/11/2004	Déclaration à la préfecture des Bouches-du-Rhône. 	13014	PREDI NORD. 			réorganiser, réaménager et reconstruire un nouvel environnement plus sain, plus hygiénique, enfin plus vivable et plus convivial pour chacun. 			9,13,14	28, chemin de Gibbes, 13014 Marseille			27/11/2004	20040048	5286	
			2/11/2004	Déclaration à la préfecture des Bouches-du-Rhône. 	13003	ASSOCIATION HUMANITAIRE POUR LES HANDICAPES ET ENFANTS DES COMORES ET DE FRANCE (AHPHEC). 			aider les handicapés, les enfants malades ou victimes de maltraitances ; organiser l'acheminement de médicaments, de vêtements et d'autres produits ; organiser des activités socioculturelles. 			14,13,10	15, rue Jet-d'Eau, 13003 Marseille			27/11/2004	20040048	5286	
			3/11/2004	Déclaration à la sous-préfecture d'Istres. 	13127	VITROLLES EN CHANSONS. 			mettre en scène un spectacle de variété française ; faire connaître de nouveaux talents de tous âges (interprètes, auteurs et compositeurs, danseurs). 			5,11,10	résidence du Rond-Point, bâtiment Sylviane, 13127 Vitrolles			27/11/2004	20040048	5286	
			3/11/2004	Déclaration à la sous-préfecture d'Istres. 	13730	METAMORPH'OSES. 			promouvoir le développement personnel ; prodiguer des conseils en image et en massage. 			14,13	42, rue J.-B.-Arnoux, 13730 Saint-Victoret			27/11/2004	20040048	5286	
			3/11/2004	Déclaration à la sous-préfecture d'Istres. 	13960	PLANETE LANGUES ET DECOUVERTES. 			promouvoir, auprès d'un public d'enfants ou d'adultes, l'apprentissage et l'approfondissement des langues étrangères, plus particulièrement à travers des activités artistiques, culturelles ou de loisir. 			5,11	domaine de Rocca Mare, 33, allée de Pomègues, 13960 Sausset-les-Pins			27/11/2004	20040048	5286	
			3/11/2004	Déclaration à la sous-préfecture d'Istres. 	13180	ASSOCIATION DES LOCATAIRES DU CARRÉ (AL²). 			permettre une amélioration du cadre de vie environnemental des habitants du Carré, dont le bailleur est le Nouveau Logis Provençal (N.L.P.) ; permettre l'organisation de diverses activités festives, ludiques ou d'animations diverses en direction des habitants du Carré ; mener des actions en direction des familles pour renforcer le lien familial ; développer la solidarité entre les générations, permettre l'échange et la solidarité entre les familles. 			9,14,11	28, rue du 19-Mars-1962, Le Ménage Neuf, 13180 Gignac-la-Nerthe			27/11/2004	20040048	5286	
			25/10/2004	Déclaration à la sous-préfecture d'Aix-en-Provence. 	13090	ART A LA MAISON. 						5,11	domaine de Berage, 1415, chemin Albert-Guigou, 13290 Les Milles			27/11/2004	20040048	5286	
			27/10/2004	Déclaration à la préfecture des Bouches-du-Rhône. 	13001		INTERFACE 2000.	INTERFACE 13. 				99	16, rue de la République, 13001 Marseille			27/11/2004	20040048	5286	
			27/10/2004	Déclaration à la préfecture des Bouches-du-Rhône. 	13014	LE GRAND BLEU. 						99	bâtiment B, résidence Le Mail, 61, boulevard Jourdan, 13014 Marseille		asso.legrandbleu@wanadoo.fr	27/11/2004	20040048	5286	
			27/10/2004	Déclaration à la préfecture des Bouches-du-Rhône. 	13009	ENSEMBLE MUSICAL MEDITERRANEEN (E. 2 M.). 						5	146, cours Lieutaud, 13006 Marseille			27/11/2004	20040048	5286	
			27/10/2004	Déclaration à la préfecture des Bouches-du-Rhône. 	13012	OBJECTIF ATLANTIDE. 						99	129, rue Saint-Genes, 33000 Bordeaux			27/11/2004	20040048	5286	
			28/10/2004	Déclaration à la préfecture des Bouches-du-Rhône. 	13600	TRIAL'S SPIRIT. 						99	780, avenue de la Pinède, 84140 Montfavet			27/11/2004	20040048	5287	
			28/10/2004	Déclaration à la préfecture des Bouches-du-Rhône. 	13014	LA CULTURO. 						99	51, avenue des Libérateurs, 13080 Luynes			27/11/2004	20040048	5287	
			29/10/2004	Déclaration à la préfecture des Bouches-du-Rhône. 	13009	ARTIKALI WAKA. 				promouvoir, développer et faire connaître la musique africaine sous toutes ses formes, notamment et principalement lorsqu'elle est pratiquée par les enfants ; développer des activités culturelles et sociales en Europe et en Afrique ; l'association se donne comme moyens d'action la production et l'organisation de spectacles vivants, l'organisation de stages et d'ateliers d'initiation à la percussion, à la danse et au chant, en partenariat avec d'autres associations ayant des buts similaires afin de développer un réseau artistique régional, national et international. 		5,11,10	10, rue Bussy-l'Indien, 13006 Marseille		artikaliwaka@9online.fr	27/11/2004	20040048	5287	
			29/10/2004	Déclaration à la préfecture des Bouches-du-Rhône. 	13009	ASSOCIATION SPORTIVE POOL 13 (A.S. POOL 13). 						15	23, boulevard Gavoty, allée du Parc, 13012 Marseille			27/11/2004	20040048	5287	
			29/10/2004	Déclaration à la préfecture des Bouches-du-Rhône. 	13008	TRADITION ET MODERNITE DE LA DANSE. 						5,11	40 bis, rue Antoine-Ré, 13010 Marseille			27/11/2004	20040048	5287	
